title,Javier ratings
Elsa & Fred (2014),
Elysium (2013),
"Embalmer, The (Imbalsamatore, L') (2002)",
Embassy (2013),
Embrace of the Serpent (2016),
"Emerald Forest, The (1985)",
Emerald Green (2016),
Emma (1996),
Emma (2009),
Emmanuelle (1974),
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",
"Emperor's New Clothes, The (2001)",
"Emperor's New Groove 2: Kronk's New Groove, The (2005)",
"Emperor's New Groove, The (2000)",
Empire (2002),
Empire Records (1995),
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),
Empire of the Sun (1987),
Employee of the Month (2004),
Employee of the Month (2006),
Empties (2007),
Enchanted (2007),
Enchanted April (1992),
Encino Man (1992),
Encounters at the End of the World (2008),
End of Days (1999),
End of Watch (2012),
"End of the Affair, The (1999)",
Ender's Game (2013),
Endgame (2009),
Endless Poetry (2016),
"Endless Summer, The (1966)",
"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",
Enemy (2013),
Enemy Mine (1985),
Enemy at the Gates (2001),
Enemy of the State (1998),
"Enforcer, The (1976)",
"English Patient, The (1996)",
"English Teacher, The (2013)",
English Vinglish (2012),
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",
Enigma (2001),
Enough (2002),
Enough Said (2013),
Enron: The Smartest Guys in the Room (2005),
Enter the Dragon (1973),
Enter the Void (2009),
Entertaining Angels: The Dorothy Day Story (1996),
Entourage (2015),
Entrapment (1999),
Envy (2004),
Epic (2013),
Epic Movie (2007),
"Equalizer, The (2014)",
Equilibrium (2002),
Equus (1977),
Er ist wieder da (2015),
Eragon (2006),3.5
Eraser (1996),
Eraserhead (1977),
Erik the Viking (1989),
Erin Brockovich (2000),
Ernest & Célestine (Ernest et Célestine) (2012),
Ernest Goes to Camp (1987),
Ernest Goes to Jail (1990),
Ernest Rides Again (1993),
Ernest Saves Christmas (1988),
Ernest Scared Stupid (1991),
Eros (2004),
Escaflowne: The Movie (Escaflowne) (2000),
Escape From Tomorrow (2013),
Escape Plan (2013),
Escape from Alcatraz (1979),
Escape from L.A. (1996),
Escape from New York (1981),
Escape from Planet Earth (2013),
Escape from the Planet of the Apes (1971),
Escape to Witch Mountain (1975),
"Escort, The (Scorta, La) (1993)",
Eternal Sunshine of the Spotless Mind (2004),
Ethan Frome (1993),
Ethel & Ernest (2016),
Eulogy (2004),
EuroTrip (2004),
Europa (Zentropa) (1991),
Europa Europa (Hitlerjunge Salomon) (1990),
European Vacation (aka National Lampoon's European Vacation) (1985),
Eva (2011),
Evan Almighty (2007),
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),
Evangelion: 3.0 You Can (Not) Redo (2012),
Eve of Destruction (1991),
Eve's Bayou (1997),
Evelyn (2002),
Even Cowgirls Get the Blues (1993),
Even the Rain (También la lluvia) (2010),
"Evening with Kevin Smith 2: Evening Harder, An (2006)",
Event Horizon (1997),1
Ever After: A Cinderella Story (1998),
Everest (1998),
Everest (2015),
"Everlasting Piece, An (2000)",
Every Secret Thing (2014),
Every Which Way But Loose (1978),
Everybody Wants Some (2016),
Everybody's Famous! (Iedereen beroemd!) (2000),
Everyone Says I Love You (1996),
Everything Is Illuminated (2005),
Everything Must Go (2010),
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),
Everything or Nothing: The Untold Story of 007 (2012),
Evil Aliens (2005),
Evil Dead (2013),
Evil Dead II (Dead by Dawn) (1987),
"Evil Dead, The (1981)",
Evita (1996),
Evolution (2001),5
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",
Ewoks: The Battle for Endor (1985),
Ex Drummer (2007),
Ex Machina (2015),
"Ex, The (2007)",
Exam (2009),
Excalibur (1981),
Excess Baggage (1997),
Executive Decision (1996),
Executive Suite (1954),
Exit Through the Gift Shop (2010),
Exit Wounds (2001),
Exit to Eden (1994),
Exodus (1960),
Exodus: Gods and Kings (2014),
"Exorcism of Emily Rose, The (2005)",
Exorcist II: The Heretic (1977),1
"Exorcist III, The (1990)",
"Exorcist, The (1973)",2
Exorcist: The Beginning (2004),
Exotica (1994),
Expelled: No Intelligence Allowed (2008),
"Expendables 2, The (2012)",
"Expendables, The (2010)",
Experimenter (2015),
Explorers (1985),
Exposed (2016),
"Express, The (2008)",
Exte: Hair Extensions (2007),
"Exterminating Angel, The (Ángel exterminador, El) (1962)",
Extract (2009),
"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",
Extraordinary Tales (2015),
Extreme Days (2001),
Extreme Measures (1996),
Extreme Ops (2002),
Extremely Loud and Incredibly Close (2011),
Extremities (1986),
Eye See You (D-Tox) (2002),
Eye for an Eye (1996),
"Eye for an Eye, An (1981)",
Eye in the Sky (2016),
Eye of the Beholder (1999),
"Eye, The (Gin gwai) (Jian gui) (2002)",
Eyes Wide Shut (1999),
"Eyes Without a Face (Yeux sans visage, Les) (1959)",
Eyes of Laura Mars (1978),
"Eyes of Tammy Faye, The (2000)",
"Eyewitness (Janitor, The) (1981)",
"F*ck You, Goethe 2 (2015)",
F/X (1986),
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),
FLCL (2000),
"Fabulous Baker Boys, The (1989)",
"Face in the Crowd, A (1957)",
Face/Off (1997),
Faces of Death (1978),
Faces of Death 3 (1985),
"Facing Windows (Finestra di fronte, La) (2003)",
Factory Girl (2006),
"Faculty, The (1998)",
Fading Gigolo (2013),
Fahrenheit 451 (1966),
Fahrenheit 9/11 (2004),
Fail-Safe (1964),
Failure to Launch (2006),
Fair Game (1995),
FairyTale: A True Story (1997),
Fall (1997),
"Fall of the House of Usher, The (House of Usher) (1960)",
"Fall, The (2006)",
Fallen (1998),
Fallen Angels (Duo luo tian shi) (1995),
"Fallen Idol, The (1948)",
Falling Angels (2003),
Falling Down (1993),
Fame (1980),
Family Business (1989),
Family Guy Presents Stewie Griffin: The Untold Story (2005),5
Family Guy Presents: Blue Harvest (2007),
Family Guy Presents: It's a Trap (2010),
"Family Guy Presents: Something, Something, Something, Dark Side (2009)",
"Family Man, The (2000)",
Family Plot (1976),
"Family Stone, The (2005)",
"Family Thing, A (1996)",
"Family, The (2013)",
"Fan, The (1996)",
Fanboys (2009),
Fandango (1985),
Fanny and Alexander (Fanny och Alexander) (1982),
Fans (1999),
Fantasia (1940),3.5
Fantasia 2000 (1999),
Fantastic Beasts and Where to Find Them (2016),
"Fantastic Fear of Everything, A (2012)",
Fantastic Four (2005),
Fantastic Four (2015),
Fantastic Four: Rise of the Silver Surfer (2007),
Fantastic Mr. Fox (2009),5
"Fantastic Planet, The (Planète sauvage, La) (1973)",
Fantastic Voyage (1966),
"Fantasticks, The (1995)",
Far From Home: The Adventures of Yellow Dog (1995),
Far and Away (1992),
Far from Heaven (2002),
"Faraway, So Close (In weiter Ferne, so nah!) (1993)",
Farewell My Concubine (Ba wang bie ji) (1993),
"Farewell to Arms, A (1932)",
Farewell to the King (1989),
Fargo (1996),
Farinelli: il castrato (1994),
"Farmer's Daughter, The (1947)",
Farscape: The Peacekeeper Wars (2004),
"Fast & Furious (Fast and the Furious 4, The) (2009)",
"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",
"Fast Five (Fast and the Furious 5, The) (2011)",
Fast Food Nation (2006),
"Fast Food, Fast Women (2000)",
"Fast Runner, The (Atanarjuat) (2001)",
Fast Times at Ridgemont High (1982),
"Fast and the Furious, The (2001)",
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",
"Fast, Cheap & Out of Control (1997)",
Faster (2010),
Faster Pussycat! Kill! Kill! (1965),
Fat Albert (2004),
Fat City (1972),
Fat Girl (À ma soeur!) (2001),
Fat Man and Little Boy (1989),
Fatal Attraction (1987),
Fatal Beauty (1987),
Fatal Instinct (1993),
Father Goose (1964),
Father Hood (1993),
Father of the Bride (1950),
Father of the Bride (1991),
Father of the Bride Part II (1995),
Fathers' Day (1997),
Faust (1926),
Fay Grim (2006),
Fear (1996),
Fear City: A Family-Style Comedy (La cité de la peur) (1994),
Fear X (2003),
Fear and Loathing in Las Vegas (1998),
Fear of a Black Hat (1994),
FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),
Fearless (1993),
"Fearless Hyena, The (Xiao quan guai zhao) (1979)",
"Fearless Vampire Killers, The (1967)",
Feast (2005),
Feast (2014),
Federal Hill (1994),
Feds (1988),
Feeling Minnesota (1996),
Felicia's Journey (1999),
Fellini Satyricon (1969),
Fellini's Casanova (Il Casanova di Federico Fellini) (1976),
Felon (2008),
Felony (2013),
Female Perversions (1996),
Female Trouble (1975),
Femme Fatale (2002),
"Femme Nikita, La (Nikita) (1990)",
Fences (2016),
Ferdinand (2017),
Ferngully: The Last Rainforest (1992),
Ferris Bueller's Day Off (1986),
Fever Pitch (1997),
Fever Pitch (2005),
"Few Good Men, A (1992)",
Ffolkes (1979),
Fiddler on the Roof (1971),
Fido (2006),
"Field in England, A (2013)",
Field of Dreams (1989),
"Fiendish Plot of Dr. Fu Manchu, The (1980)",
Fierce Creatures (1997),
"Fifth Element, The (1997)",
Fifty Shades Darker (2017),
Fifty Shades of Grey (2015),
Fight Club (1999),
"Fighter, The (2010)",
"Fighting Seabees, The (1944)",
"Fighting Temptations, The (2003)",
Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005),
Filth (2013),
"Filth and the Fury, The (2000)",
Final Analysis (1992),
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",
"Final Countdown, The (1980)",
"Final Cut, The (2004)",
Final Destination (2000),
Final Destination 2 (2003),
Final Destination 3 (2006),
Final Destination 5 (2011),
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",
Final Fantasy VII: Advent Children (2004),4
Final Fantasy: The Spirits Within (2001),3.5
Final Flight of the Osiris (2003),
Find Me Guilty (2006),
Finding Dory (2016),
Finding Forrester (2000),
Finding Nemo (2003),5
Finding Neverland (2004),
Fire Down Below (1997),
Fire and Ice (1983),
Fire and Ice (2008),
Fire in the Sky (1993),
Fire with Fire (2012),
Fired Up (2009),
Firefox (1982),
Fireproof (2008),
Firestarter (1984),
Firewalker (1986),
Firewall (2006),
Fireworks (Hana-bi) (1997),
"Fireworks, Should We See It from the Side or the Bottom? (2017)",
"Firm, The (1993)",
"Firm, The (2009)",
"First Beautiful Thing, The (La prima cosa bella) (2010)",
First Blood (Rambo: First Blood) (1982),
First Daughter (2004),
First Kid (1996),4.5
First Knight (1995),
First Monday in October (1981),
First Position (2011),
First Reformed (2017),
First Snow (2006),
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),
First Sunday (2008),
"First Time, The (2012)",
"First Wives Club, The (1996)",
"Fish Called Wanda, A (1988)",
Fish Story (Fisshu sutôrî) (2009),
"Fisher King, The (1991)",
Fist Fight (2017),
"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",
Fist of Legend (Jing wu ying xiong) (1994),
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",
Fitzcarraldo (1982),
Five Deadly Venoms (1978),
Five Easy Pieces (1970),
Five Element Ninjas (1982),
"Five Senses, The (1999)",
"Five-Year Engagement, The (2012)",
Flags of Our Fathers (2006),
"Flamingo Kid, The (1984)",
Flash Gordon (1980),
Flash Gordon Conquers the Universe (1940),
Flashback (1990),
Flashdance (1983),
Flatfoot on the Nile (Piedone d'Egitto) (1980),
Flatliners (1990),
Flawless (1999),
Fled (1996),
Flesh & Blood (1985),
Flesh and Bone (1993),
Fletch (1985),
Fletch Lives (1989),
Flickering Lights (Blinkende lygter) (2000),
Flight (2012),
Flight of the Navigator (1986),
Flight of the Phoenix (2004),
"Flight of the Phoenix, The (1965)",
Flightplan (2005),
Flint (2017),
"Flintstones in Viva Rock Vegas, The (2000)",
"Flintstones, The (1994)",
Flipped (2010),
Flipper (1996),
Flirting (1991),
Flirting With Disaster (1996),
Florence Foster Jenkins (2016),
"Flower of My Secret, The (La flor de mi secreto) (1995)",
Flowers for Algernon (2000),
Flowers in the Attic (1987),
"Flowers of War, The (Jin líng shí san chai) (2011)",
Flubber (1997),4
Fluke (1995),
Flushed Away (2006),
Fly Away Home (1996),
"Fly II, The (1989)",
"Fly, The (1958)",
"Fly, The (1986)",
Flyboys (2006),
Flying Down to Rio (1933),
Flying Tigers (1942),
Focus (2001),
Focus (2015),
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",
"Fog, The (1980)",
"Fog, The (2005)",
"Follow Me, Boys! (1966)",
Follow the Fleet (1936),
Following (1998),
"Food, Inc. (2008)",
Fool's Gold (2008),
Fools Rush In (1997),
Footloose (1984),
Footloose (2011),
For Keeps (1988),
For Love of the Game (1999),
For Love or Money (1993),
For Richer or Poorer (1997),
For Roseanna (Roseanna's Grave) (1997),
For Whom the Bell Tolls (1943),
For Your Consideration (2006),
For Your Eyes Only (1981),
For a Few Dollars More (Per qualche dollaro in più) (1965),
"For a Good Time, Call... (2012)",
For the Bible Tells Me So (2007),
For the Birds (2000),
For the Boys (1991),
For the Love of Benji (1977),
Forbidden Games (Jeux interdits) (1952),
"Forbidden Kingdom, The (2008)",
Forbidden Planet (1956),
Force 10 from Navarone (1978),
Forces of Nature (1999),
Foreign Correspondent (1940),
Forever Young (1992),
Forget Paris (1995),
Forgetting Sarah Marshall (2008),
Forgotten Silver (1996),
"Forgotten, The (2004)",
Formula 51 (2001),
Formula of Love (1984),
Forrest Gump (1994),
Fort Tilden (2014),
Fortress (1992),
Foul Play (1978),
"Fountain, The (2006)",
"Fountainhead, The (1949)",
Four Brothers (2005),
Four Christmases (2008),
"Four Days in September (O Que É Isso, Companheiro?) (1997)",
"Four Feathers, The (2002)",
Four Lions (2010),
"Four Musketeers, The (1974)",
Four Rooms (1995),
"Four Seasons, The (1981)",
Four Weddings and a Funeral (1994),
"Fourth Protocol, The (1987)",
"Fox and the Hound, The (1981)",
Foxfire (1996),
Foxy Brown (1974),
Fracchia contro Dracula (1985),
Fracture (2007),
Frailty (2001),
Fraktus (2012),
Frances (1982),
Frances Ha (2012),
Frank (2014),
Frankenstein (1931),
Frankenstein (2015),
Frankenstein 90 (1984),
Frankenstein Meets the Wolf Man (1943),
Frankenstein Must Be Destroyed (1969),
Frankenstein Unbound (1990),
Frankenweenie (2012),4
Frankie and Johnny (1966),
Frankie and Johnny (1991),
Frantic (1988),
Fraternity Vacation (1985),
Freaked (1993),
Freaks (1932),
Freaks of Nature (2015),
Freaky Friday (1977),
Freaky Friday (2003),
Fred Armisen: Standup for Drummers (2018),
Freddy Got Fingered (2001),
Freddy vs. Jason (2003),
"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",
Free Enterprise (1998),
Free Fire (2017),
Free Willy (1993),4
Free Willy 2: The Adventure Home (1995),4
Free to Play (2014),
Freedom Writers (2007),
Freedomland (2006),
Freejack (1992),
Freeway (1996),
Freezer (2014),
French Connection II (1975),
"French Connection, The (1971)",
French Kiss (1995),
"French Lieutenant's Woman, The (1981)",
French Twist (Gazon maudit) (1995),
Frenzy (1972),
Frequency (2000),
Frequently Asked Questions About Time Travel (2009),
Fresh (1994),
"Freshman, The (1925)",
"Freshman, The (1990)",
Frida (2002),
Friday (1995),
Friday After Next (2002),
Friday Night Lights (2004),
Friday the 13th (1980),
Friday the 13th (2009),
Friday the 13th Part 2 (1981),
Friday the 13th Part 3: 3D (1982),
Friday the 13th Part IV: The Final Chapter (1984),
Friday the 13th Part V: A New Beginning (1985),
Friday the 13th Part VI: Jason Lives (1986),
Friday the 13th Part VII: The New Blood (1988),
Friday the 13th Part VIII: Jason Takes Manhattan (1989),
Fried Green Tomatoes (1991),
"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",
Friendly Persuasion (1956),
Friends & Lovers (1999),
Friends with Benefits (2011),
Friends with Kids (2011),
Friends with Money (2006),
Fright Night (1985),
Fright Night (2011),
Fright Night Part II (1988),
"Frighteners, The (1996)",
"Frisco Kid, The (1979)",
Frisk (1995),
From Beyond (1986),
From Dusk Till Dawn (1996),
From Dusk Till Dawn 2: Texas Blood Money (1999) ,
From Hell (2001),
From Here to Eternity (1953),
From Justin to Kelly (2003),
From Paris with Love (2010),
From Russia with Love (1963),
From Up on Poppy Hill (Kokuriko-zaka kara) (2011),
From the Earth to the Moon (1998),
From the Hip (1987),
From the Terrace (1960),
Front Cover (2016),
"Front Page, The (1931)",
"Front Page, The (1974)",
Front of the Class (2008),
Frontière(s) (2007),
Frost/Nixon (2008),
Frosty the Snowman (1969),
Frozen (2010),4
Frozen (2013),3.5
Frozen Planet (2011),
Frozen River (2008),
Fruitvale Station (2013),
Fubar (2002),
Fuck (2005),
"Fuck You, Goethe (Fack Ju Göhte) (2013)",
"Fugitive, The (1947)",
"Fugitive, The (1993)",
Fugitives (1986),
Full Metal Jacket (1987),
"Full Monty, The (1997)",
Full Moon in Blue Water (1988),
Fullmetal Alchemist 2018 (2017),
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),
Fullmetal Alchemist: The Sacred Star of Milos (2011),
Fulltime Killer (Chuen jik sat sau) (2001),
Fun (1994),
Fun with Dick and Jane (2005),
"Funeral, The (1996)",
"Funhouse, The (1981)",
Funny Bones (1995),
Funny Face (1957),
Funny Farm (1988),
Funny Games (1997),
Funny Games U.S. (2007),
Funny Girl (1968),
Funny People (2009),
"Funny Thing Happened on the Way to the Forum, A (1966)",
Fur: An Imaginary Portrait of Diane Arbus (2006),
Furious 7 (2015),
Fury (1936),
Fury (2014),
"Fury, The (1978)",
Futurama: Bender's Big Score (2007),4
Futurama: Bender's Game (2008),
Futurama: Into the Wild Green Yonder (2009),
Futurama: The Beast with a Billion Backs (2008),
Futureworld (1976),
Fuzz (1972),
G-Force (2009),
G.B.F. (2013),
G.I. Jane (1997),
G.I. Joe: Retaliation (2013),
G.I. Joe: The Movie (1987),
G.I. Joe: The Rise of Cobra (2009),
GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),
Gabriel Iglesias: Hot and Fluffy (2007),
Gaga: Five Foot Two (2017),
Galaxy Quest (1999),
Galaxy of Terror (Quest) (1981),
Gallipoli (1981),
Game 6 (2005),
Game Night (2018),
"Game Over, Man! (2018)",
"Game Plan, The (2007)",
Game of Death (1978),
"Game, The (1997)",
Gamer (2009),
"Gamers, The: Dorkness Rising (2008)",
Gandhi (1982),
Gang Related (1997),
Gangs of New York (2002),
Gangster No. 1 (2000),
Gangster Squad (2013),
Garage (2007),
Garage Days (2002),
Garam Masala (2005),
Garden State (2004),
"Garden of Words, The (Koto no ha no niwa) (2013)",
"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",
Gardens of Stone (1987),
Garfield's Pet Force (2009),
Garfield: A Tail of Two Kitties (2006),
Garfield: The Movie (2004),
Garm Wars: The Last Druid (2014),
"Gas, Food, Lodging (1992)",
Gaslight (1944),
"Gate, The (1987)",
Gattaca (1997),
"Gauntlet, The (1977)",
"Gay Divorcee, The (1934)",
Gen-X Cops (1999),
Gena the Crocodile (1969),
"General Died at Dawn, The (1936)",
"General's Daughter, The (1999)",
"General, The (1926)",
"General, The (1998)",
Generation Iron 2,
Generation P (2011),
Generation War (2013),
Generation X (1996),
Genghis Blues (1999),
Genius (2016),
Genius Party (2007),
Gentleman's Agreement (1947),
Gentlemen Broncos (2009),
Gentlemen Prefer Blondes (1953),
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),
George Carlin: Back in Town (1996),
George Carlin: It's Bad for Ya! (2008),
George Carlin: Jammin' in New York (1992),
